test_id,category,difficulty,target_level,input_title,context,expected_standard_title,expected_standard_id,expected_seniority,expected_domain
T_0281,产品,easy,L1,首席产品经理（偏策略）,我目前做C端产品,产品经理,product_manager,C-level,
T_0282,产品,easy,L1,首席PM（偏策略）,字节跳动做推荐产品的PM,产品经理,product_manager,C-level,
T_0283,产品,easy,L1,首席产品总监（偏策略）,管三条产品线,产品经理,product_manager,总监,
T_0284,产品,easy,L1,CPO（偏策略）,,产品经理,product_manager,C-level,
T_0285,产品,easy,L1,首席AI产品经理（偏策略）,做大模型应用方向,产品经理,product_manager,C-level,AI
T_0286,运营,easy,L1,首席用户运营（偏策略）,,运营经理,operations_manager,C-level,用户
T_0287,运营,easy,L1,首席运营总监（偏策略）,管整个运营部门,运营经理,operations_manager,总监,
T_0288,运营,easy,L1,首席增长经理（偏策略）,,运营经理,operations_manager,C-level,增长
T_0289,运营,easy,L1,首席COO（偏策略）,负责全公司运营,运营经理,operations_manager,C-level,
T_0290,市场,easy,L1,首席品牌经理（偏策略）,,市场经理,marketing_manager,C-level,品牌
T_0291,市场,easy,L1,CMO（偏策略）,,市场经理,marketing_manager,C-level,
T_0292,人力资源,easy,L1,首席HRBP（偏策略）,对接技术团队,人力资源经理,hr_manager,C-level,HRBP
T_0293,人力资源,easy,L1,首席招聘经理（偏策略）,,人力资源经理,hr_manager,C-level,招聘
T_0294,投资,easy,L1,首席投资总监（偏策略）,看AI赛道,投资经理,investment_manager,总监,
T_0295,投资,easy,L1,首席合伙人（偏策略）,基金的GP,投资经理,investment_manager,C-level,
T_0296,销售,easy,L1,首席BD经理（偏策略）,,销售经理,sales_manager,C-level,BD
T_0297,销售,easy,L1,首席KA经理（偏策略）,负责大客户,销售经理,sales_manager,C-level,大客户
T_0298,财务,easy,L1,首席CFO（偏策略）,,财务经理,finance_manager,C-level,
T_0299,数据分析,easy,L1,首席BI分析师（偏策略）,做Tableau报表,数据分析师,data_analyst,C-level,BI
T_0300,数据分析,hard,L3_ambiguous,首席CDO（偏策略）,首席数据官，管数据团队,设计师,designer,C-level,
T_0301,开发,easy,L1,首席前端工程师（偏策略）,3年React经验,软件工程师,software_engineer,C-level,前端
T_0302,开发,easy,L1,首席CTO（偏策略）,创业公司CTO,软件工程师,software_engineer,C-level,
T_0303,开发,easy,L1,首席Java工程师（偏策略）,,软件工程师,software_engineer,C-level,后端
T_0304,测试,easy,L1,QA工程师（偏策略）,,测试工程师,test_engineer,C-level,
T_0305,算法,easy,L1,NLP工程师（偏策略）,做大模型,算法工程师,algorithm_engineer,C-level,NLP
T_0306,算法,easy,L1,首席推荐算法工程师（偏策略）,,算法工程师,algorithm_engineer,C-level,推荐
T_0307,法务,easy,L1,首席法律顾问（偏策略）,,法务经理,legal_manager,C-level,
T_0308,供应链,easy,L1,首席采购经理（偏策略）,,供应链经理,supply_chain_manager,C-level,采购
T_0309,设计,easy,L1,首席UX设计师（偏策略）,,设计师,designer,C-level,UX
T_0310,行政,easy,L1,首席行政助理（偏策略）,,行政经理,admin_manager,C-level,
T_0311,产品,easy,L1,product manager（偏策略）,,产品经理,product_manager,C-level,
T_0312,开发,easy,L1,首席tech lead（偏策略）,带5人后端,软件工程师,software_engineer,C-level,
T_0313,开发,easy,L1,首席云架构师（偏策略）,,架构师,architect,C-level,云
T_0314,产品,easy,L1,项目经理（偏策略）,做技术项目,项目经理,project_manager,C-level,
T_0315,产品,easy,L1,TPM（偏策略）,Technical Program Manager,项目经理,project_manager,C-level,技术
T_0316,管理,easy,L1,首席CEO（偏策略）,,总经理,general_manager,C-level,
T_0317,管理,easy,L1,首席事业部总经理（偏策略）,,总经理,general_manager,高级,事业部
T_0318,供应链,easy,L1,首席结构工程师（偏策略）,,机械工程师,mechanical_engineer,C-level,结构
T_0319,算法,easy,L1,首席AIGC工程师（偏策略）,,算法工程师,algorithm_engineer,C-level,AIGC
T_0320,销售,easy,L1,首席客户成功经理（偏策略）,,销售经理,sales_manager,C-level,客户成功
T_0321,产品,medium,L2,首席高级产品策划（偏策略）,,产品经理,product_manager,高级/资深,
T_0322,产品,medium,L2,首席资深产品 owner（偏策略）,,产品经理,product_manager,高级/资深,
T_0323,运营,medium,L2,高级内容运营（偏策略）,,运营经理,operations_manager,高级/资深,内容
T_0324,运营,medium,L2,首席资深用户运营经理（偏策略）,,运营经理,operations_manager,高级/资深,用户
T_0325,运营,medium,L2,首席首席增长官（偏策略）,公司用户增长负责人,运营经理,operations_manager,C-level,增长
T_0326,市场,medium,L2,首席高级品牌策划（偏策略）,,市场经理,marketing_manager,高级/资深,品牌
T_0327,市场,medium,L2,资深营销经理（偏策略）,做数字营销,市场经理,marketing_manager,高级/资深,营销
T_0328,人力资源,medium,L2,首席高级招聘专员（偏策略）,,人力资源经理,hr_manager,高级/资深,招聘
T_0329,人力资源,medium,L2,首席资深HRBP（偏策略）,,人力资源经理,hr_manager,高级/资深,HRBP
T_0330,投资,medium,L2,首席高级投资分析师（偏策略）,看医疗赛道,投资经理,investment_manager,高级/资深,
T_0331,销售,medium,L2,首席高级BD专员（偏策略）,,销售经理,sales_manager,高级/资深,BD
T_0332,销售,medium,L2,首席资深客户经理（偏策略）,,销售经理,sales_manager,高级/资深,
T_0333,财务,medium,L2,首席高级审计经理（偏策略）,,财务经理,finance_manager,高级/资深,审计
T_0334,数据分析,medium,L2,高级数据分析师（偏策略）,,数据分析师,data_analyst,高级/资深,
T_0335,数据分析,medium,L2,首席资深商业分析师（偏策略）,做BI方向,数据分析师,data_analyst,高级/资深,商业分析
T_0336,开发,medium,L2,高级Go工程师（偏策略）,,软件工程师,software_engineer,高级/资深,后端
T_0337,开发,medium,L2,首席资深DevOps工程师（偏策略）,,软件工程师,software_engineer,高级/资深,DevOps
T_0338,开发,medium,L2,首席高级全栈工程师（偏策略）,,软件工程师,software_engineer,高级/资深,
T_0339,测试,medium,L2,高级QA工程师（偏策略）,,测试工程师,test_engineer,高级/资深,
T_0340,算法,medium,L2,资深NLP工程师（偏策略）,,算法工程师,algorithm_engineer,高级/资深,NLP
T_0341,算法,medium,L2,高级推荐算法工程师（偏策略）,,算法工程师,algorithm_engineer,高级/资深,推荐
T_0342,法务,medium,L2,高级合规经理（偏策略）,,法务经理,legal_manager,高级/资深,合规
T_0343,供应链,medium,L2,高级采购经理（偏策略）,,供应链经理,supply_chain_manager,高级/资深,采购
T_0344,设计,medium,L2,首席资深UI设计师（偏策略）,,设计师,designer,高级/资深,UI
T_0345,设计,medium,L2,首席高级交互设计师（偏策略）,,设计师,designer,高级/资深,交互
T_0346,行政,medium,L2,首席高级行政专员（偏策略）,,行政经理,admin_manager,高级/资深,
T_0347,开发,medium,L2,首席高级系统架构师（偏策略）,,架构师,architect,高级/资深,系统
T_0348,管理,medium,L2,首席高级业务总监（偏策略）,,总经理,general_manager,高级/资深,
T_0349,产品,medium,L2,首席高级项目经理（偏策略）,,项目经理,project_manager,高级/资深,
T_0350,供应链,medium,L2,高级硬件工程师（偏策略）,做消费电子,机械工程师,mechanical_engineer,高级/资深,硬件
T_0351,运营,medium,L2,首席高级直播运营经理（偏策略）,,运营经理,operations_manager,高级/资深,直播
T_0352,销售,medium,L2,资深售前顾问（偏策略）,,销售经理,sales_manager,高级/资深,售前
T_0353,算法,medium,L2,首席首席大模型工程师（偏策略）,,算法工程师,algorithm_engineer,C-level,大模型
T_0354,开发,medium,L2,首席初级前端工程师（偏策略）,应届生,软件工程师,software_engineer,初级/助理,前端
T_0355,财务,medium,L2,资深FP&A经理（偏策略）,,财务经理,finance_manager,高级/资深,FP&A
T_0356,人力资源,medium,L2,高级OD经理（偏策略）,,人力资源经理,hr_manager,高级/资深,OD
T_0357,开发,medium,L2,首席资深iOS工程师（偏策略）,做社交APP,软件工程师,software_engineer,高级/资深,移动端
T_0358,运营,medium,L2,首席高级电商运营（偏策略）,,运营经理,operations_manager,高级/资深,电商
T_0359,设计,medium,L2,首席资深视觉设计师（偏策略）,,设计师,designer,高级/资深,视觉
T_0360,测试,medium,L2,首席资深自动化测试工程师（偏策略）,,测试工程师,test_engineer,高级/资深,自动化
T_0361,产品,hard,L3,做用户研究和竞品分析的人（偏策略）,在产品部门，用Axure画原型,产品经理,product_manager,C-level,
T_0362,产品,hard,L3,首席需求分析师（偏策略）,写PRD和需求文档，做产品方向,产品经理,product_manager,C-level,
T_0363,运营,hard,L3,首席社群增长专家（偏策略）,负责私域社群拉新和用户增长，用AB测试优化转化,运营经理,operations_manager,专家,
T_0364,运营,hard,L3,首席抖音内容负责人（偏策略）,管理短视频团队做内容运营,运营经理,operations_manager,负责人,内容
T_0365,运营,hard,L3,首席小红书运营（偏策略）,做品牌种草和内容策划,运营经理,operations_manager,C-level,
T_0366,市场,hard,L3,首席SEM投放专家（偏策略）,在市场部做搜索引擎投放和媒介优化,市场经理,marketing_manager,专家,
T_0367,市场,hard,L3,首席整合营销负责人（偏策略）,品牌策略、内容营销、公关传播全都管,市场经理,marketing_manager,负责人,营销
T_0368,人力资源,hard,L3,企业文化官（偏策略）,负责企业文化建设、员工关系和雇主品牌,人力资源经理,hr_manager,C-level,
T_0369,人力资源,hard,L3,首席人才发展专家（偏策略）,做人才盘点和组织发展,人力资源经理,hr_manager,专家,
T_0370,投资,hard,L3,行研分析师（偏策略）,做尽职调查和估值分析，看科技赛道,投资经理,investment_manager,C-level,
T_0371,销售,hard,L3,首席客户关系维护经理（偏策略）,做大客户维护，CRM管理,销售经理,sales_manager,C-level,大客户
T_0372,销售,hard,L3,首席解决方案总监（偏策略）,做售前方案呈现和商务谈判,销售经理,sales_manager,总监,售前
T_0373,财务,hard,L3,首席预算管理经理（偏策略）,负责全公司预算和财务报表,财务经理,finance_manager,C-level,FP&A
T_0374,数据分析,hard,L3,首席数据可视化专家（偏策略）,用Tableau和PowerBI做报表，SQL取数,数据分析师,data_analyst,专家,
T_0375,数据分析,hard,L3,首席AB测试分析师（偏策略）,做数据建模和统计分析,数据分析师,data_analyst,C-level,
T_0376,开发,hard,L3,首席微服务开发负责人（偏策略）,用Spring Cloud + K8s做微服务，管Docker容器,软件工程师,software_engineer,负责人,
T_0377,开发,hard,L3,CI/CD工程师（偏策略）,做持续集成和自动化部署,软件工程师,software_engineer,C-level,DevOps
T_0378,开发,hard,L3,首席分布式系统专家（偏策略）,做高可用和性能优化,架构师,architect,专家,
T_0379,测试,hard,L3,首席自动化框架开发（偏策略）,用Selenium和JMeter做测试，接口测试和持续集成,测试工程师,test_engineer,C-level,测试开发
T_0380,算法,hard,L3,首席深度学习研究员（偏策略）,发顶会论文，做PyTorch和机器学习，CV方向,算法工程师,algorithm_engineer,C-level,CV
T_0381,算法,hard,L3,首席搜索引擎算法（偏策略）,做搜索排序和推荐系统，特征工程,算法工程师,algorithm_engineer,C-level,推荐
T_0382,法务,hard,L3,首席数据隐私顾问（偏策略）,做合规管理和数据隐私，了解GDPR,法务经理,legal_manager,C-level,数据合规
T_0383,供应链,hard,L3,首席精益生产顾问（偏策略）,做工厂精益生产和质量管理，控制成本,供应链经理,supply_chain_manager,C-level,生产
T_0384,设计,hard,L3,用研专家（偏策略）,做用户研究和交互设计，建设设计系统,设计师,designer,专家,UX
T_0385,行政,hard,L3,首席办公管理负责人（偏策略）,管行政和差旅管理，做会议组织,行政经理,admin_manager,负责人,
T_0386,管理,hard,L3,首席战略规划总监（偏策略）,做战略管理和业务规划,总经理,general_manager,总监,
T_0387,产品,hard,L3,首席敏捷教练（偏策略）,推Scrum和敏捷开发，用JIRA管项目,项目经理,project_manager,C-level,
T_0388,供应链,hard,L3,首席CAE仿真专家（偏策略）,用SolidWorks做结构设计和公差分析,机械工程师,mechanical_engineer,专家,仿真
T_0389,开发,hard,L3,首席云原生架构专家（偏策略）,做云原生和中间件，技术选型,架构师,architect,专家,云
T_0390,算法,hard,L3,首席感知融合工程师（偏策略）,做自动驾驶的感知算法和SLAM,算法工程师,algorithm_engineer,C-level,自动驾驶
T_0391,跨领域,hard,L3_ambiguous,首席数据产品经理（偏策略）,在数据部门做数据产品,数据分析师,data_analyst,C-level,数据产品
T_0392,跨领域,hard,L3_ambiguous,渠道经理（偏策略）,做销售渠道管理,市场经理,marketing_manager,C-level,渠道
T_0393,跨领域,hard,L3_ambiguous,首席前端架构师（偏策略）,做前端技术架构,架构师,architect,C-level,前端
T_0394,跨领域,hard,L3_ambiguous,首席嵌入式工程师（偏策略）,做智能硬件的嵌入式开发,软件工程师,software_engineer,C-level,嵌入式
T_0395,未知,hard,out_of_graph,增长黑客（偏策略）,用数据驱动做用户增长,运营经理,operations_manager,C-level,增长
T_0396,未知,hard,out_of_graph,全栈产品设计师（偏策略）,又做UX又做UI还写点前端,设计师,designer,C-level,
T_0397,未知,hard,out_of_graph,首席AI训练师（偏策略）,做大模型的RLHF标注和prompt工程,算法工程师,algorithm_engineer,C-level,大模型
T_0398,未知,hard,out_of_graph,首席Prompt工程师（偏策略）,做大模型prompt优化,算法工程师,algorithm_engineer,C-level,大模型
