pair_id,anchor,positive,positive_id,hard_negative,hard_negative_id,random_negative,random_negative_id,category,generation_type
P000231,活动运营，偏管理岗,运营经理,operations_manager,数据总监,data_analyst,高级法务经理,legal_manager,运营,T7_context
P000232,副产品 lead,产品经理,product_manager,项目助理,project_manager,生成式AI工程师,algorithm_engineer,产品,T2_seniority
P000233,项目经理方向,项目经理,project_manager,AI产品负责人,product_manager,数据运营经理,data_analyst,产品,T4_colloquial
P000234,业务助理，上一段在美团,总经理,general_manager,配送经理,supply_chain_manager,移动端测试工程师,test_engineer,管理,T7_context
P000235,我们公司做GR经理,行政经理,admin_manager,C&B经理,hr_manager,设计负责人,designer,行政,T4_colloquial
P000236,搞商业化运营负责人的,运营经理,operations_manager,数据治理经理,data_analyst,后台产品经理,product_manager,运营,T4_colloquial
P000237,做算法总监的哥们,算法工程师,algorithm_engineer,程序员,software_engineer,高级数据分析师,data_analyst,算法,T4_colloquial
P000238,高级product manager,产品经理,product_manager,项目VP,project_manager,海外营销经理,marketing_manager,产品,T5_en_zh_mix
P000239,创意总监方向,设计师,designer,高级测试工程师,test_engineer,C&B经理,hr_manager,设计,T4_colloquial
P000240,做首席销售官的,销售经理,sales_manager,市场负责人,marketing_manager,UI设计师,designer,销售,T4_colloquial
P000241,XU研究员,设计师,designer,EE工程师,mechanical_engineer,KOL运营,operations_manager,设计,T6_typo
P000242,负责CEO,总经理,general_manager,Technical Program Manager,project_manager,投资VP,investment_manager,管理,T4_colloquial
P000243,负责GM,总经理,general_manager,HRBP,hr_manager,中间件工程师,software_engineer,管理,T4_colloquial
P000244,数据产品经理，跨部门协作多,产品经理,product_manager,项目主管,project_manager,数据合规经理,legal_manager,产品,T7_context
P000245,负责总经理,总经理,general_manager,高级财务经理,finance_manager,音视频工程师,software_engineer,管理,T4_colloquial
P000246,AI行政专员,行政经理,admin_manager,人力总监,hr_manager,设计 leader,designer,行政,T3_domain
P000247,Dtaa Architect,架构师,architect,嵌入式工程师,software_engineer,海外业务负责人,general_manager,开发,T6_typo
P000248,并购经理这块,投资经理,investment_manager,成本经理,finance_manager,销售经理,sales_manager,投资,T4_colloquial
P000249,合伙人，刚毕业 3 年,投资经理,investment_manager,财务总监,finance_manager,成本会计,finance_manager,投资,T7_context
P000250,游戏数据专员,数据分析师,data_analyst,电商运营经理,operations_manager,私域运营经理,operations_manager,数据分析,T3_domain
P000251,教育测试负责人,测试工程师,test_engineer,AI后端工程师,software_engineer,ID设计师,designer,测试,T3_domain
P000252,Senior 销售主管,销售经理,sales_manager,市场主管,marketing_manager,投资助理,investment_manager,销售,T2_seniority
P000253,搞供应链经理的同事,供应链经理,supply_chain_manager,硬件设计工程师,mechanical_engineer,嵌入式开发,software_engineer,供应链,T4_colloquial
P000254,Bsuiness Analyst,数据分析师,data_analyst,策略运营负责人,operations_manager,内容运营经理,operations_manager,数据分析,T6_typo
P000255,CAO，在阿里做 B 端,行政经理,admin_manager,ER经理,hr_manager,UE开发,software_engineer,行政,T7_context
P000256,商业化品产经理,产品经理,product_manager,Technical Program Manager,project_manager,薪酬经理,hr_manager,产品,T6_typo
P000257,场市主管,市场经理,marketing_manager,BD经理,sales_manager,诉讼律师,legal_manager,市场,T6_typo
P000258,自动驾驶投资主管,投资经理,investment_manager,财务主管,finance_manager,公司律师,legal_manager,投资,T3_domain
P000259,城市经里,销售经理,sales_manager,高级市场经理,marketing_manager,物流经理,supply_chain_manager,销售,T6_typo
P000260,销售VP，偏管理岗,销售经理,sales_manager,市场专员,marketing_manager,资金经理,finance_manager,销售,T7_context
P000261,DA(senior),数据分析师,data_analyst,运营经理,operations_manager,全栈工程师,software_engineer,数据分析,T5_en_zh_mix
P000262,医疗项目主管,项目经理,project_manager,产品策划,product_manager,行政助理,admin_manager,产品,T3_domain
P000263,General Manaegr,总经理,general_manager,项目经理,project_manager,M&A经理,investment_manager,管理,T6_typo
P000264,基金经理，年包 60-80w,投资经理,investment_manager,税务经理,finance_manager,大客户负责人,sales_manager,投资,T7_context
P000265,资深职业经理人,总经理,general_manager,审计负责人,finance_manager,公共事务经理,admin_manager,管理,T2_seniority
P000266,做BI负责人的哥们,数据分析师,data_analyst,运营 leader,operations_manager,客户成功负责人,sales_manager,数据分析,T4_colloquial
P000267,搞风控算法工程师的同事,算法工程师,algorithm_engineer,Developer,software_engineer,散热工程师,mechanical_engineer,算法,T4_colloquial
P000268,副资深产品经理,产品经理,product_manager,TPM,project_manager,DPO,legal_manager,产品,T2_seniority
P000269,计划经理，负责 AI 产品方向,供应链经理,supply_chain_manager,硬件工程师,mechanical_engineer,财务经理,finance_manager,供应链,T7_context
P000270,我们公司做风控经理,投资经理,investment_manager,首席财务官,finance_manager,商业智能分析师,data_analyst,投资,T4_colloquial
P000271,法务总监，刚毕业 3 年,法务经理,legal_manager,资金经理,finance_manager,高级运营经理,operations_manager,法务,T7_context
P000272,首席公司律师,法务经理,legal_manager,FP&A经理,finance_manager,政府关系经理,admin_manager,法务,T2_seniority
P000273,负责供应链主管,供应链经理,supply_chain_manager,结构工程师,mechanical_engineer,海外商务,sales_manager,供应链,T4_colloquial
P000274,首席技术主管助理,软件工程师,software_engineer,前端架构师,architect,内审经理,finance_manager,开发,T2_seniority
P000275,做实施经理的,项目经理,project_manager,中台产品经理,product_manager,动效设计师,designer,产品,T4_colloquial
P000276,数据运营专员,运营经理,operations_manager,数据质量经理,data_analyst,网络安全工程师,software_engineer,运营,T3_domain
P000277,战略投资负责人方向,投资经理,investment_manager,财务副总裁,finance_manager,行政VP,admin_manager,投资,T4_colloquial
P000278,医疗团队负责人,总经理,general_manager,合规经理,legal_manager,项目专员,project_manager,管理,T3_domain
P000279,商业化人事经理,人力资源经理,hr_manager,行政助理,admin_manager,项目经理,project_manager,人力资源,T3_domain
P000280,需求计划经理，负责 AI 产品方向,供应链经理,supply_chain_manager,热设计工程师,mechanical_engineer,总法律顾问,legal_manager,供应链,T7_context
P000281,大区经理,销售经理,sales_manager,品牌公关总监,marketing_manager,资深数据分析师,data_analyst,销售,T1_raw
P000282,Business Analyst岗位,数据分析师,data_analyst,活动运营,operations_manager,中后台负责人,general_manager,数据分析,T4_colloquial
P000283,执行事董,总经理,general_manager,新媒体运营经理,operations_manager,销售专员,sales_manager,管理,T6_typo
P000284,增长负责人，IC 路线,运营经理,operations_manager,商业分析师,data_analyst,风控算法工程师,algorithm_engineer,运营,T7_context
P000285,商业化架构师,架构师,architect,Unity开发,software_engineer,QA工程师,test_engineer,开发,T3_domain
P000286,医疗数据分析主管,数据分析师,data_analyst,COO,operations_manager,嵌入式开发,software_engineer,数据分析,T3_domain
P000287,质量总监，IC 路线,测试工程师,test_engineer,Go工程师,software_engineer,Marketing Head,marketing_manager,测试,T7_context
P000288,数据VP，负责 AI 产品方向,数据分析师,data_analyst,电商运营经理,operations_manager,平台运营,operations_manager,数据分析,T7_context
P000289,机械总监，在阿里做 B 端,机械工程师,mechanical_engineer,供应商管理经理,supply_chain_manager,销售主管,sales_manager,供应链,T7_context
P000290,GTM经理，在腾讯带 10 人团队,市场经理,marketing_manager,解决方案经理,sales_manager,ER经理,hr_manager,市场,T7_context
P000291,类似硬件VP这种的,机械工程师,mechanical_engineer,厂长,supply_chain_manager,数据治理经理,data_analyst,供应链,T4_colloquial
P000292,嵌入式工程师，跨部门协作多,软件工程师,software_engineer,业务架构师,architect,企业文化负责人,hr_manager,开发,T7_context
P000293,策略产品经理，跨部门协作多,产品经理,product_manager,交付经理,project_manager,数据治理经理,data_analyst,产品,T7_context
P000294,行政主管，在阿里做 B 端,行政经理,admin_manager,HR负责人,hr_manager,商业化产品经理,product_manager,行政,T7_context
P000295,mle,算法工程师,algorithm_engineer,研发总监,software_engineer,战略投资经理,investment_manager,算法,T5_en_zh_mix
P000296,行政总监，带过 20+ 人团队,行政经理,admin_manager,HRD,hr_manager,测试负责人,test_engineer,行政,T7_context
P000297,搞投资负责人的同事,投资经理,investment_manager,会计主管,finance_manager,设计 leader,designer,投资,T4_colloquial
P000298,需求计划经理，大厂背景,供应链经理,supply_chain_manager,硬件VP,mechanical_engineer,HR主管,hr_manager,供应链,T7_context
P000299,首席人力资源经理,人力资源经理,hr_manager,行政主管,admin_manager,测试开发工程师,test_engineer,人力资源,T2_seniority
P000300,总经理方向,总经理,general_manager,学习与发展经理,hr_manager,UX研究员,designer,管理,T4_colloquial
P000301,做HRVP的,人力资源经理,hr_manager,行政经理,admin_manager,业务总监,general_manager,人力资源,T4_colloquial
P000302,医疗高级投资经理,投资经理,investment_manager,财务专员,finance_manager,服务设计师,designer,投资,T3_domain
P000303,中级产品专员,产品经理,product_manager,Project Manager,project_manager,法务经理,legal_manager,产品,T2_seniority
P000304,招聘主管，跨部门协作多,人力资源经理,hr_manager,前台主管,admin_manager,大区经理,sales_manager,人力资源,T7_context
P000305,董事总经理，偏管理岗,总经理,general_manager,仓库主管,supply_chain_manager,城市经理,sales_manager,管理,T7_context
P000306,司库，汇报给 CEO,财务经理,finance_manager,总法律顾问,legal_manager,高级销售经理,sales_manager,财务,T7_context
P000307,类似招聘产品经理这种的,产品经理,product_manager,项目总监,project_manager,会计经理,finance_manager,产品,T4_colloquial
P000308,硬件投资助理,投资经理,investment_manager,财务专员,finance_manager,财务主管,finance_manager,投资,T3_domain
P000309,C端技术 leader,软件工程师,software_engineer,Chief Architect,architect,薪酬经理,hr_manager,开发,T3_domain
P000310,类似活动运营这种的,运营经理,operations_manager,高级数据分析师,data_analyst,审计负责人,finance_manager,运营,T4_colloquial
P000311,做三维设计师的哥们,设计师,designer,电气工程师,mechanical_engineer,招聘主管,hr_manager,设计,T4_colloquial
P000312,策略运营,运营经理,operations_manager,BI分析师,data_analyst,风控算法工程师,algorithm_engineer,运营,T1_raw
P000313,产品策划方向,产品经理,product_manager,高级项目经理,project_manager,IP经理,legal_manager,产品,T4_colloquial
